Angle reel (degres);Pastille 1;Pastille 2;Pastille 3;Pastille 4;Pastille 5;Pastille 6;Moyenne reelle;Ecart type reel (degres);;
180;5,01E-03;1,00E+00;8,84E-01;8,91E-01;9,28E-01;0,00E+00;1,46E-06;6,39E-07;;
135;3,54E-02;9,84E-01;9,93E-01;1,00E+00;3,27E-02;0,00E+00;3,98E-08;3,74E-08;;
165;2,82E-02;9,96E-01;1,00E+00;9,93E-01;8,67E-01;0,00E+00;2,01E-06;1,30E-06;;
300;9,53E-01;2,11E-02;0,00E+00;7,57E-01;1,00E+00;9,99E-01;2,09E-07;1,39E-07;;
360;1,00E+00;8,44E-01;0,00E+00;9,97E-04;8,86E-01;9,90E-01;1,58E-06;1,02E-06;;
15;9,93E-01;9,46E-01;2,98E-02;0,00E+00;8,94E-01;1,00E+00;1,88E-06;1,20E-06;;
90;9,88E-01;9,91E-01;1,00E+00;7,52E-01;0,00E+00;7,50E-01;2,24E-06;9,34E-07;;
270;4,02E-01;0,00E+00;4,05E-01;1,00E+00;9,94E-01;9,87E-01;1,29E-06;7,83E-07;;
330;9,52E-01;1,64E-01;0,00E+00;1,54E-01;9,69E-01;1,00E+00;1,41E-06;1,06E-06;;
15;1,00E+00;9,66E-01;1,82E-02;0,00E+00;8,74E-01;9,97E-01;1,57E-08;1,03E-08;;
315;9,86E-01;1,69E-02;0,00E+00;1,97E-02;9,94E-01;1,00E+00;5,89E-07;5,69E-07;;
105;9,83E-01;9,69E-01;1,00E+00;9,50E-01;0,00E+00;3,19E-02;2,07E-06;1,39E-06;;
225;0,00E+00;1,92E-01;9,80E-01;1,00E+00;9,87E-01;2,10E-01;1,86E-06;1,18E-06;;
195;0,00E+00;8,75E-01;9,96E-01;1,00E+00;9,46E-01;2,59E-02;1,86E-06;1,19E-06;;
360;9,86E-01;7,59E-01;0,00E+00;8,65E-04;8,02E-01;1,00E+00;7,16E-07;4,65E-07;;
75;9,63E-01;9,56E-01;1,00E+00;6,81E-02;0,00E+00;5,25E-01;1,78E-06;1,16E-06;;
360;6,82E-01;1,00E+00;1,57E-02;0,00E+00;9,95E-01;6,34E-01;8,01E-07;1,45E-07;;
255;3,17E-02;0,00E+00;1,00E+00;9,91E-01;9,92E-01;9,72E-01;2,08E-06;1,39E-06;;
15;5,67E-01;7,15E-01;9,03E-02;0,00E+00;1,00E+00;6,37E-01;7,89E-07;2,14E-07;;
75;9,85E-01;1,00E+00;9,12E-01;1,39E-02;0,00E+00;9,04E-01;1,82E-06;1,26E-06;;
150;1,77E-01;9,91E-01;9,48E-01;1,00E+00;7,38E-01;0,00E+00;1,51E-06;4,43E-07;;
270;5,65E-01;0,00E+00;5,66E-01;9,92E-01;1,00E+00;9,85E-01;1,95E-06;1,01E-06;;
30;1,00E+00;9,81E-01;1,16E-01;0,00E+00;1,23E-01;9,57E-01;1,89E-07;1,52E-07;;
225;0,00E+00;3,61E-02;9,37E-01;1,00E+00;9,96E-01;5,04E-01;1,03E-07;7,19E-08;;
240;0,00E+00;6,60E-03;9,24E-01;9,95E-01;1,00E+00;5,85E-01;1,42E-08;1,03E-08;;
330;9,97E-01;5,07E-01;0,00E+00;1,21E-01;9,42E-01;1,00E+00;1,97E-06;1,11E-06;;
240;0,00E+00;6,61E-02;9,58E-01;6,85E-01;6,87E-01;1,00E+00;7,82E-07;2,53E-07;;
45;9,67E-01;9,80E-01;2,48E-01;0,00E+00;2,38E-01;1,00E+00;2,00E-06;1,06E-06;;
255;1,18E-01;0,00E+00;9,89E-01;1,00E+00;9,75E-01;9,95E-01;2,06E-06;1,12E-06;;
195;0,00E+00;8,95E-01;9,08E-01;9,27E-01;1,00E+00;7,18E-02;2,13E-06;1,00E-06;;
300;8,73E-01;0,00E+00;3,76E-03;8,62E-01;9,90E-01;1,00E+00;3,22E-07;2,09E-07;;
45;8,52E-01;8,72E-01;3,84E-01;0,00E+00;3,13E-01;1,00E+00;6,88E-07;1,97E-07;;
360;1,00E+00;7,97E-01;0,00E+00;3,09E-04;8,30E-01;9,88E-01;1,57E-06;9,77E-07;;
315;9,94E-01;1,89E-01;0,00E+00;1,83E-01;9,96E-01;1,00E+00;1,75E-06;1,15E-06;;
345;9,49E-01;8,88E-01;0,00E+00;1,37E-01;1,00E+00;8,80E-01;1,46E-06;6,22E-07;;
135;5,33E-01;9,68E-01;1,00E+00;9,89E-01;4,90E-02;0,00E+00;2,30E-07;1,57E-07;;
135;2,44E-01;9,50E-01;9,24E-01;1,00E+00;2,15E-01;0,00E+00;1,24E-06;6,43E-07;;
330;9,94E-01;3,11E-01;0,00E+00;3,70E-02;9,75E-01;1,00E+00;6,55E-07;5,14E-07;;
75;9,64E-01;9,56E-01;1,00E+00;1,06E-01;0,00E+00;6,21E-01;2,12E-06;1,16E-06;;
345;1,00E+00;9,24E-01;0,00E+00;4,89E-02;9,63E-01;9,62E-01;2,08E-06;1,13E-06;;
360;9,86E-01;8,20E-01;1,07E-03;0,00E+00;8,01E-01;1,00E+00;1,53E-06;1,01E-06;;
210;0,00E+00;7,45E-01;1,00E+00;8,99E-01;9,84E-01;2,52E-01;7,43E-07;1,85E-07;;
315;1,00E+00;2,53E-01;0,00E+00;2,33E-01;9,79E-01;9,29E-01;2,06E-06;1,04E-06;;
315;9,87E-01;9,87E-02;0,00E+00;1,04E-01;1,00E+00;9,95E-01;1,31E-06;1,10E-06;;
60;9,95E-01;1,00E+00;9,98E-01;0,00E+00;6,62E-02;9,58E-01;2,28E-06;1,11E-06;;
135;1,93E-01;1,00E+00;9,43E-01;9,87E-01;1,69E-01;0,00E+00;1,15E-06;7,56E-07;;
195;0,00E+00;7,05E-01;9,89E-01;9,93E-01;1,00E+00;6,16E-02;1,59E-06;1,02E-06;;
195;0,00E+00;9,61E-01;1,00E+00;9,81E-01;9,85E-01;4,56E-02;2,16E-06;1,24E-06;;
180;0,00E+00;8,26E-01;1,00E+00;9,77E-01;7,38E-01;1,15E-03;2,39E-07;1,53E-07;;
165;2,57E-02;9,58E-01;9,99E-01;1,00E+00;6,41E-01;0,00E+00;7,14E-07;5,04E-07;;
165;9,47E-03;9,58E-01;9,98E-01;1,00E+00;7,94E-01;0,00E+00;7,37E-07;5,14E-07;;
360;6,77E-01;9,79E-01;1,09E-02;0,00E+00;1,00E+00;6,82E-01;7,85E-07;1,95E-07;;
60;9,98E-01;1,00E+00;5,85E-01;0,00E+00;4,82E-03;9,22E-01;1,97E-07;1,44E-07;;
180;5,81E-04;8,55E-01;1,00E+00;9,85E-01;8,72E-01;0,00E+00;1,92E-06;1,15E-06;;
330;1,00E+00;4,89E-01;0,00E+00;1,70E-01;9,90E-01;9,33E-01;1,34E-06;6,23E-07;;
225;0,00E+00;7,35E-02;9,75E-01;1,00E+00;9,87E-01;8,29E-02;2,74E-07;2,35E-07;;
255;3,30E-02;0,00E+00;9,69E-01;1,00E+00;9,95E-01;9,44E-01;1,98E-06;1,34E-06;;
75;9,90E-01;9,05E-01;1,00E+00;9,86E-02;0,00E+00;9,97E-01;1,40E-06;7,71E-07;;
330;9,88E-01;4,17E-01;0,00E+00;8,25E-02;9,52E-01;1,00E+00;1,50E-06;1,01E-06;;
240;1,55E-04;0,00E+00;8,05E-01;9,91E-01;1,00E+00;8,58E-01;1,53E-08;1,00E-08;;
150;2,66E-02;9,79E-01;1,00E+00;9,75E-01;2,03E-01;0,00E+00;1,34E-06;1,13E-06;;
195;0,00E+00;7,27E-01;9,95E-01;1,00E+00;9,52E-01;7,42E-03;4,80E-08;3,38E-08;;
165;3,02E-03;9,45E-01;1,00E+00;9,89E-01;7,04E-01;0,00E+00;7,13E-07;5,12E-07;;
30;1,00E+00;9,53E-01;4,46E-02;0,00E+00;2,61E-01;9,84E-01;2,18E-07;1,71E-07;;
30;9,59E-01;1,00E+00;1,12E-01;0,00E+00;4,25E-01;9,82E-01;1,21E-06;7,13E-07;;
90;9,63E-01;1,00E+00;9,98E-01;6,27E-01;0,00E+00;6,05E-01;2,00E-06;9,78E-07;;
210;0,00E+00;1,63E-01;9,68E-01;1,00E+00;9,53E-01;1,49E-01;1,41E-06;1,07E-06;;
165;2,93E-02;1,00E+00;9,59E-01;9,79E-01;8,67E-01;0,00E+00;2,10E-06;1,35E-06;;
90;9,80E-01;1,00E+00;9,97E-01;5,28E-01;0,00E+00;5,19E-01;1,62E-08;8,70E-09;;
315;9,90E-01;3,53E-02;0,00E+00;4,00E-02;9,81E-01;1,00E+00;8,75E-08;8,15E-08;;
105;9,66E-01;7,16E-01;8,95E-01;1,00E+00;0,00E+00;1,30E-01;7,32E-07;3,16E-07;;
30;8,70E-01;1,00E+00;2,01E-01;0,00E+00;6,02E-01;9,43E-01;6,80E-07;2,54E-07;;
30;1,00E+00;9,84E-01;6,04E-02;0,00E+00;3,08E-01;1,00E+00;1,81E-06;1,34E-06;;
165;6,17E-02;9,77E-01;9,63E-01;1,00E+00;9,78E-01;0,00E+00;2,31E-06;1,16E-06;;
75;1,00E+00;9,97E-01;9,26E-01;2,45E-02;0,00E+00;8,97E-01;3,25E-07;2,21E-07;;
120;7,68E-01;1,00E+00;9,97E-01;8,98E-01;1,96E-02;0,00E+00;1,51E-08;1,00E-08;;
210;0,00E+00;4,58E-01;9,79E-01;1,00E+00;9,80E-01;6,55E-02;7,01E-07;4,86E-07;;
60;9,75E-01;9,81E-01;9,06E-01;1,06E-03;0,00E+00;1,00E+00;2,18E-06;1,22E-06;;
210;0,00E+00;1,21E-01;9,65E-01;1,00E+00;9,82E-01;1,15E-01;2,16E-07;1,72E-07;;
150;1,24E-01;9,62E-01;9,93E-01;1,00E+00;1,36E-01;0,00E+00;2,86E-07;2,26E-07;;
345;1,00E+00;7,91E-01;0,00E+00;9,58E-02;9,66E-01;9,71E-01;2,17E-06;1,20E-06;;
135;2,51E-01;9,71E-01;9,39E-01;1,00E+00;2,59E-01;0,00E+00;2,10E-06;1,01E-06;;
195;0,00E+00;9,95E-01;9,80E-01;9,66E-01;1,00E+00;6,14E-02;2,26E-06;1,18E-06;;
360;9,97E-01;8,40E-01;0,00E+00;1,64E-03;8,11E-01;1,00E+00;1,50E-08;9,93E-09;;
60;1,00E+00;9,52E-01;8,04E-01;0,00E+00;2,71E-02;8,39E-01;1,58E-08;9,68E-09;;
120;1,00E+00;5,71E-01;6,30E-01;9,14E-01;0,00E+00;1,28E-02;8,08E-07;2,39E-07;;
330;9,87E-01;1,25E-01;0,00E+00;1,17E-01;9,62E-01;1,00E+00;9,43E-08;7,62E-08;;
90;9,82E-01;9,63E-01;1,00E+00;6,57E-01;0,00E+00;6,36E-01;2,29E-06;1,08E-06;;
45;1,00E+00;9,70E-01;7,58E-02;0,00E+00;6,87E-02;9,78E-01;1,79E-07;1,56E-07;;
135;2,12E-01;9,97E-01;9,94E-01;1,00E+00;2,09E-01;0,00E+00;1,91E-06;1,17E-06;;
30;1,00E+00;9,78E-01;2,73E-02;0,00E+00;2,03E-01;9,97E-01;1,34E-06;1,13E-06;;
255;2,53E-02;0,00E+00;8,96E-01;1,00E+00;9,97E-01;9,24E-01;3,25E-07;2,20E-07;;
315;1,00E+00;1,92E-01;0,00E+00;1,83E-01;9,98E-01;9,46E-01;1,71E-06;1,09E-06;;
255;6,21E-02;0,00E+00;8,79E-01;1,00E+00;9,96E-01;8,87E-01;2,19E-07;1,37E-07;;
165;6,41E-02;4,89E-01;3,00E-01;3,72E-01;1,00E+00;0,00E+00;8,55E-07;1,40E-07;;
210;0,00E+00;1,26E-01;9,69E-01;1,00E+00;9,83E-01;1,20E-01;9,54E-08;7,70E-08;;
255;1,28E-01;0,00E+00;1,00E+00;9,46E-01;8,54E-01;9,62E-01;1,42E-06;6,96E-07;;
210;0,00E+00;6,17E-01;1,00E+00;9,42E-01;9,82E-01;1,79E-01;1,40E-06;5,33E-07;;
165;5,69E-02;9,73E-01;9,72E-01;1,00E+00;9,47E-01;0,00E+00;2,18E-06;1,15E-06;;
120;7,66E-01;9,96E-01;1,00E+00;9,57E-01;3,24E-02;0,00E+00;1,57E-08;9,65E-09;;
15;7,23E-01;9,60E-01;9,13E-02;0,00E+00;1,00E+00;7,55E-01;7,56E-07;2,90E-07;;
15;1,00E+00;9,50E-01;3,55E-02;0,00E+00;9,40E-01;9,66E-01;1,95E-06;1,17E-06;;
315;1,00E+00;3,32E-02;0,00E+00;3,52E-02;9,82E-01;9,92E-01;3,98E-08;3,74E-08;;
30;1,00E+00;9,76E-01;3,19E-02;0,00E+00;2,09E-01;9,93E-01;1,55E-06;1,29E-06;;
330;1,00E+00;1,24E-01;0,00E+00;1,05E-02;9,88E-01;9,98E-01;1,06E-06;9,62E-07;;
360;1,00E+00;8,14E-01;7,80E-05;0,00E+00;8,64E-01;9,94E-01;1,26E-06;8,61E-07;;
120;6,85E-01;1,00E+00;9,96E-01;9,19E-01;5,87E-03;0,00E+00;7,03E-07;5,03E-07;;
180;1,18E-03;8,09E-01;1,00E+00;9,81E-01;8,29E-01;0,00E+00;1,04E-07;6,99E-08;;
210;0,00E+00;2,37E-01;1,00E+00;9,73E-01;9,82E-01;2,22E-01;1,87E-06;1,17E-06;;
150;1,74E-01;9,75E-01;9,33E-01;1,00E+00;6,13E-01;0,00E+00;1,41E-06;5,35E-07;;
75;9,77E-01;9,74E-01;1,00E+00;2,97E-02;0,00E+00;4,65E-01;1,20E-06;8,81E-07;;
285;8,65E-01;0,00E+00;3,46E-02;8,49E-01;1,00E+00;9,81E-01;1,55E-08;1,03E-08;;
210;0,00E+00;3,13E-01;1,00E+00;9,90E-01;9,79E-01;6,10E-02;1,86E-06;1,35E-06;;
90;9,58E-01;7,47E-01;1,00E+00;4,21E-01;0,00E+00;4,05E-01;7,54E-07;1,80E-07;;
225;0,00E+00;2,00E-01;9,73E-01;1,00E+00;9,98E-01;2,31E-01;1,98E-06;1,18E-06;;
300;9,27E-01;1,77E-03;0,00E+00;5,58E-01;9,97E-01;1,00E+00;1,19E-06;8,83E-07;;
240;0,00E+00;7,58E-03;9,47E-01;9,88E-01;1,00E+00;6,78E-01;4,75E-08;3,34E-08;;
255;2,16E-02;0,00E+00;8,85E-01;9,99E-01;1,00E+00;8,67E-01;1,07E-07;7,32E-08;;
30;8,94E-01;1,00E+00;2,80E-01;0,00E+00;8,32E-01;9,31E-01;7,82E-07;1,45E-07;;
105;9,57E-01;6,77E-01;8,23E-01;1,00E+00;0,00E+00;1,61E-01;7,65E-07;2,80E-07;;
90;1,00E+00;9,67E-01;9,91E-01;5,60E-01;0,00E+00;5,63E-01;2,20E-06;1,14E-06;;
345;3,93E-01;1,00E+00;0,00E+00;6,62E-02;4,87E-01;2,95E-01;8,57E-07;1,38E-07;;
330;8,56E-01;1,00E+00;0,00E+00;2,42E-01;8,52E-01;5,63E-01;8,25E-07;1,01E-07;;
90;9,91E-01;9,77E-01;1,00E+00;7,58E-01;0,00E+00;7,72E-01;2,42E-06;9,74E-07;;
345;9,94E-01;8,25E-01;0,00E+00;1,14E-02;9,81E-01;1,00E+00;5,08E-08;3,44E-08;;
315;1,00E+00;1,50E-01;0,00E+00;1,42E-01;9,42E-01;9,86E-01;2,21E-07;1,58E-07;;
360;9,75E-01;7,93E-01;0,00E+00;7,03E-03;7,73E-01;1,00E+00;2,19E-07;1,29E-07;;
120;8,31E-01;9,85E-01;1,00E+00;9,93E-01;2,58E-02;0,00E+00;1,86E-06;1,18E-06;;
60;9,98E-01;1,00E+00;7,48E-01;0,00E+00;1,58E-02;9,37E-01;1,78E-06;1,20E-06;;
30;1,00E+00;9,75E-01;2,01E-02;0,00E+00;1,57E-01;9,92E-01;1,79E-07;1,57E-07;;
180;0,00E+00;7,89E-01;9,99E-01;1,00E+00;7,47E-01;2,44E-03;6,94E-07;4,80E-07;;
195;0,00E+00;8,67E-01;9,77E-01;1,00E+00;9,66E-01;1,55E-02;7,54E-07;5,11E-07;;
360;1,00E+00;9,14E-01;3,63E-03;0,00E+00;8,96E-01;9,83E-01;2,10E-06;1,32E-06;;
75;7,50E-01;5,52E-01;9,11E-01;1,65E-01;0,00E+00;1,00E+00;7,89E-07;2,28E-07;;
150;5,56E-02;9,89E-01;1,00E+00;9,79E-01;2,87E-01;0,00E+00;1,66E-06;1,28E-06;;
105;9,75E-01;8,90E-01;1,00E+00;9,79E-01;0,00E+00;1,11E-01;1,38E-06;7,51E-07;;
285;8,90E-01;0,00E+00;6,33E-02;8,56E-01;1,00E+00;9,54E-01;2,18E-07;1,37E-07;;
315;9,87E-01;2,12E-01;0,00E+00;2,12E-01;9,72E-01;1,00E+00;1,95E-06;1,16E-06;;
135;5,55E-02;9,94E-01;1,00E+00;9,88E-01;5,11E-02;0,00E+00;1,28E-06;1,17E-06;;
345;1,00E+00;8,39E-01;0,00E+00;2,50E-02;9,44E-01;9,97E-01;1,62E-06;1,06E-06;;
270;7,02E-01;0,00E+00;6,88E-01;9,78E-01;1,00E+00;9,83E-01;2,09E-06;9,40E-07;;
345;9,91E-01;7,40E-01;0,00E+00;9,91E-03;9,54E-01;1,00E+00;3,18E-07;2,21E-07;;
240;0,00E+00;1,82E-02;9,87E-01;9,90E-01;1,00E+00;6,94E-01;1,90E-06;1,31E-06;;
285;9,39E-01;0,00E+00;3,22E-02;9,66E-01;9,79E-01;1,00E+00;1,98E-06;1,33E-06;;
195;0,00E+00;6,86E-01;9,64E-01;1,00E+00;9,95E-01;3,89E-02;4,88E-08;3,27E-08;;
270;6,20E-01;0,00E+00;6,19E-01;9,76E-01;1,00E+00;9,85E-01;2,71E-07;1,30E-07;;
45;9,67E-01;1,00E+00;2,86E-01;0,00E+00;2,59E-01;9,90E-01;1,32E-06;5,67E-07;;
255;2,15E-01;0,00E+00;7,95E-01;7,53E-01;6,26E-01;1,00E+00;7,70E-07;1,96E-07;;
180;1,18E-03;8,31E-01;1,00E+00;9,87E-01;8,54E-01;0,00E+00;1,98E-06;1,16E-06;;
285;9,26E-01;0,00E+00;6,78E-02;8,89E-01;1,00E+00;9,73E-01;1,60E-08;9,89E-09;;
120;8,81E-01;9,98E-01;9,99E-01;1,00E+00;3,82E-02;0,00E+00;1,90E-06;1,10E-06;;
15;2,29E-01;0,00E+00;3,51E-02;9,78E-01;4,65E-01;1,00E+00;1,57E-07;1,34E-07;;
345;4,76E-03;0,00E+00;1,00E+00;9,63E-01;5,13E-01;9,68E-01;2,24E-07;1,61E-07;;
135;9,46E-01;1,00E+00;2,11E-01;0,00E+00;2,59E-02;9,22E-01;2,86E-07;2,25E-07;;
60;9,75E-01;8,06E-01;0,00E+00;2,46E-01;9,82E-01;1,00E+00;2,35E-07;1,23E-07;;
225;4,12E-01;1,00E+00;9,54E-01;9,53E-01;2,62E-01;0,00E+00;2,08E-06;1,17E-06;;
345;0,00E+00;2,76E-02;1,00E+00;9,99E-01;4,71E-01;9,68E-01;2,04E-06;1,25E-06;;
105;1,00E+00;9,29E-01;7,17E-02;0,00E+00;9,89E-01;9,90E-01;5,43E-08;3,15E-08;;
105;1,00E+00;9,34E-01;9,75E-02;0,00E+00;9,76E-01;9,65E-01;3,71E-07;1,81E-07;;
285;0,00E+00;9,44E-01;9,99E-01;1,00E+00;9,39E-01;7,71E-02;2,31E-07;1,41E-07;;
345;0,00E+00;8,07E-03;9,57E-01;1,00E+00;2,96E-01;9,54E-01;6,36E-07;5,13E-07;;
75;9,95E-01;9,62E-01;0,00E+00;1,47E-01;9,61E-01;1,00E+00;1,47E-06;7,79E-07;;
315;0,00E+00;1,10E-01;9,84E-01;9,71E-01;1,00E+00;3,34E-01;1,20E-06;8,86E-07;;
240;9,89E-01;9,89E-01;1,00E+00;9,92E-01;2,65E-01;0,00E+00;8,30E-07;4,74E-07;;
120;9,80E-01;1,00E+00;1,03E-01;0,00E+00;1,57E-01;9,84E-01;4,31E-08;3,43E-08;;
315;0,00E+00;3,68E-01;9,27E-01;9,70E-01;1,00E+00;6,39E-01;1,44E-06;7,18E-07;;
60;9,76E-01;3,94E-01;0,00E+00;1,83E-01;1,00E+00;9,94E-01;3,12E-07;2,03E-07;;
225;9,17E-01;1,00E+00;9,83E-01;8,90E-01;4,48E-01;0,00E+00;2,50E-06;9,15E-07;;
255;2,62E-01;8,32E-01;5,71E-01;5,80E-01;1,00E+00;0,00E+00;8,70E-07;2,20E-07;;
150;9,98E-01;1,00E+00;8,57E-01;0,00E+00;2,06E-02;8,15E-01;2,47E-07;1,55E-07;;
60;4,32E-01;1,00E+00;0,00E+00;5,34E-01;4,00E-01;2,13E-01;8,91E-07;1,19E-07;;
180;1,00E+00;9,45E-01;6,24E-01;1,73E-01;0,00E+00;6,15E-01;1,35E-06;5,38E-07;;
225;2,71E-01;4,49E-01;1,00E+00;9,25E-01;3,27E-01;0,00E+00;1,35E-06;8,00E-07;;
285;0,00E+00;9,27E-01;9,83E-01;1,00E+00;9,64E-01;9,98E-02;5,61E-08;2,85E-08;;
120;9,82E-01;1,00E+00;2,30E-01;0,00E+00;2,61E-01;9,82E-01;1,92E-06;1,18E-06;;
45;9,59E-01;5,56E-02;0,00E+00;6,62E-01;1,00E+00;9,84E-01;1,95E-06;1,15E-06;;
15;2,83E-01;0,00E+00;4,45E-02;1,00E+00;5,21E-01;9,89E-01;1,21E-06;9,67E-07;;
165;9,94E-01;3,38E-01;1,00E+00;2,06E-02;0,00E+00;1,90E-01;1,69E-07;1,55E-07;;
60;9,88E-01;8,07E-01;0,00E+00;2,55E-01;9,76E-01;1,00E+00;2,69E-07;1,39E-07;;
300;0,00E+00;3,02E-01;9,96E-01;9,88E-01;1,00E+00;7,55E-01;2,34E-07;1,27E-07;;
345;2,53E-02;0,00E+00;9,69E-01;1,00E+00;3,74E-01;9,56E-01;1,73E-06;1,12E-06;;
240;2,75E-01;1,00E+00;9,90E-01;9,35E-01;8,08E-01;0,00E+00;2,44E-07;1,16E-07;;
210;3,63E-01;9,97E-01;9,91E-01;1,00E+00;6,08E-02;0,00E+00;1,96E-07;1,44E-07;;
210;6,95E-01;4,37E-01;1,00E+00;8,44E-01;1,72E-01;0,00E+00;1,75E-06;9,47E-07;;
75;9,85E-01;9,37E-01;0,00E+00;1,36E-01;9,48E-01;1,00E+00;8,23E-07;4,60E-07;;
75;9,85E-01;9,67E-01;0,00E+00;1,64E-01;9,64E-01;1,00E+00;3,70E-07;1,79E-07;;
330;0,00E+00;1,02E-01;8,21E-01;1,00E+00;4,36E-01;3,15E-01;1,60E-07;1,15E-07;;
330;0,00E+00;9,59E-02;8,11E-01;1,00E+00;4,25E-01;3,22E-01;8,04E-08;5,82E-08;;
60;6,62E-01;1,00E+00;0,00E+00;4,49E-01;6,94E-01;5,12E-01;8,77E-07;1,13E-07;;
240;4,04E-01;1,00E+00;9,91E-01;9,43E-01;8,95E-01;0,00E+00;2,54E-06;7,90E-07;;
210;4,32E-01;1,00E+00;9,59E-01;9,83E-01;1,27E-01;0,00E+00;1,94E-06;1,21E-06;;
165;9,94E-01;1,00E+00;3,36E-01;1,75E-02;0,00E+00;4,69E-01;5,64E-07;4,71E-07;;
45;9,33E-01;5,99E-01;0,00E+00;9,88E-01;1,00E+00;9,99E-01;1,94E-06;7,78E-07;;
45;9,62E-01;2,07E-01;0,00E+00;9,21E-01;1,00E+00;9,86E-01;1,72E-08;9,23E-09;;
150;1,00E+00;9,99E-01;7,80E-01;0,00E+00;4,25E-02;7,79E-01;4,89E-08;2,98E-08;;
120;1,00E+00;9,49E-01;1,90E-01;0,00E+00;6,79E-01;9,62E-01;1,68E-06;8,98E-07;;
300;0,00E+00;2,84E-01;9,91E-01;9,91E-01;1,00E+00;7,48E-01;5,36E-08;2,96E-08;;
45;9,66E-01;5,29E-02;0,00E+00;6,71E-01;1,00E+00;9,70E-01;2,05E-06;1,20E-06;;
30;7,88E-01;2,89E-02;0,00E+00;8,30E-01;1,00E+00;9,91E-01;3,35E-07;1,91E-07;;
75;9,78E-01;9,88E-01;0,00E+00;1,00E-01;9,71E-01;1,00E+00;1,97E-06;1,19E-06;;
240;1,00E+00;9,32E-01;8,27E-01;8,35E-01;5,06E-01;0,00E+00;1,65E-06;5,72E-07;;
60;9,40E-01;1,00E+00;0,00E+00;5,36E-01;9,20E-01;8,86E-01;2,62E-06;8,06E-07;;
330;0,00E+00;3,52E-02;9,64E-01;9,59E-01;1,00E+00;2,43E-01;6,47E-07;5,31E-07;;
360;9,46E-02;0,00E+00;7,30E-01;1,00E+00;7,42E-01;1,00E+00;1,45E-08;9,32E-09;;
195;9,61E-01;6,40E-01;1,00E+00;9,75E-01;1,62E-03;0,00E+00;3,18E-07;2,14E-07;;
105;8,21E-01;9,59E-01;1,70E-01;0,00E+00;1,00E+00;8,55E-01;1,54E-06;6,52E-07;;
135;1,00E+00;9,77E-01;4,58E-01;0,00E+00;2,26E-01;9,15E-01;1,62E-06;8,45E-07;;
60;9,91E-01;1,00E+00;0,00E+00;4,20E-01;9,79E-01;9,88E-01;1,85E-08;8,10E-09;;
135;9,60E-01;1,00E+00;1,74E-01;0,00E+00;2,07E-02;9,38E-01;1,11E-06;9,39E-07;;
300;0,00E+00;9,85E-01;9,88E-01;9,99E-01;1,00E+00;6,25E-01;4,05E-07;1,65E-07;;
345;4,39E-03;0,00E+00;1,00E+00;9,75E-01;4,83E-01;9,91E-01;6,57E-07;4,96E-07;;
90;1,00E+00;8,16E-01;0,00E+00;6,57E-03;7,59E-01;9,85E-01;2,26E-06;8,98E-07;;
195;9,62E-01;6,35E-01;1,00E+00;9,74E-01;0,00E+00;9,76E-05;1,05E-07;7,19E-08;;
270;7,33E-03;8,37E-01;1,00E+00;9,74E-01;8,20E-01;0,00E+00;2,17E-07;1,37E-07;;
225;2,80E-01;1,00E+00;9,70E-01;9,76E-01;1,44E-01;0,00E+00;2,27E-07;1,63E-07;;
270;0,00E+00;7,26E-01;9,80E-01;1,00E+00;6,85E-01;3,48E-02;2,20E-06;8,26E-07;;
225;2,77E-01;1,00E+00;9,69E-01;9,76E-01;1,39E-01;0,00E+00;9,98E-08;7,26E-08;;
165;1,00E+00;9,92E-01;3,93E-01;2,75E-02;0,00E+00;5,06E-01;1,98E-07;1,49E-07;;
180;1,00E+00;2,72E-01;8,36E-01;4,67E-01;0,00E+00;8,86E-02;1,09E-08;8,69E-09;;
240;2,32E-01;1,00E+00;9,65E-01;9,55E-01;8,49E-01;0,00E+00;5,57E-08;2,85E-08;;
60;9,66E-01;4,39E-01;0,00E+00;2,38E-01;1,00E+00;9,96E-01;1,80E-06;1,09E-06;;
150;9,99E-01;1,00E+00;8,23E-01;0,00E+00;4,31E-02;7,79E-01;3,27E-07;1,90E-07;;
195;9,41E-01;7,02E-01;9,69E-01;1,00E+00;0,00E+00;1,13E-02;2,18E-06;1,26E-06;;
195;9,47E-01;4,87E-01;9,93E-01;1,00E+00;0,00E+00;7,36E-02;2,04E-06;1,12E-06;;
300;0,00E+00;9,85E-01;9,94E-01;9,97E-01;1,00E+00;6,23E-01;3,04E-07;1,26E-07;;
120;9,88E-01;1,00E+00;9,17E-02;0,00E+00;1,40E-01;9,77E-01;1,12E-06;9,28E-07;;
330;0,00E+00;7,61E-02;7,90E-01;1,00E+00;3,97E-01;2,91E-01;5,13E-07;4,14E-07;;
285;0,00E+00;1,00E+00;9,67E-01;9,73E-01;9,30E-01;2,47E-01;2,55E-06;9,07E-07;;
330;0,00E+00;1,93E-01;8,08E-01;1,00E+00;5,89E-01;4,16E-01;1,98E-06;8,05E-07;;
345;1,58E-02;0,00E+00;9,58E-01;1,00E+00;3,08E-01;9,36E-01;1,95E-07;1,40E-07;;
360;1,23E-01;0,00E+00;5,66E-01;8,68E-01;3,36E-01;1,00E+00;1,41E-06;1,01E-06;;
105;1,00E+00;9,56E-01;8,86E-02;0,00E+00;9,83E-01;9,78E-01;1,76E-08;8,82E-09;;
